Domain,url_length,num_dots,num_hyphens,num_underscores,num_slashes,num_digits,digit_ratio,num_special,num_question,num_equal,num_dollar,num_exclamation,num_hashtag,num_percent,repeated_digits_url,domain_length,num_hyphens_domain,num_special_domain,has_special_domain,subdomain_count,avg_subdomain_len,subdomain_hyphen,subdomain_repeated_digits,entropy_url,entropy_domain,https,has_ip_host,is_related_to_cse,html_length,num_links,external_links_ratio,num_forms,has_login_form,num_scripts,num_iframes,title_length,meta_keyword_match,favicon_match_cse,favicon_distance
gbobouw.com,18.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5724312513221195,2.8453509366224368,0.0,0.0,0.30340662598609924,133701.0,9.0,0.44444395061783265,2.0,0.0,19.0,0.0,138.0,0.0,1.0,32.0
iesbimexico.com,22.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6978458230844122,3.056564762130954,0.0,0.0,0.3742927312850952,96906.0,79.0,0.9873416471719434,1.0,0.0,16.0,1.0,5.0,1.0,0.0,999.0
forgedsonic.com,22.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.970573095811685,3.456564762130954,0.0,0.0,0.15804585814476013,114.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,999.0
eudaimonic.you,21.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.916126946588284,3.3787834934861753,0.0,0.0,0.34172913432121277,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0
kyosnich.com,19.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.721611723969901,3.2516291673878226,0.0,0.0,0.3177821934223175,3133.0,1.0,0.9999900000999989,0.0,0.0,6.0,0.0,11.0,0.0,0.0,999.0
solanica.tech,20.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.684183719779189,3.3927474104487847,0.0,0.0,0.38826391100883484,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0
edenclinicny.com,23.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.762267390651494,3.1556390622295662,0.0,0.0,0.33924439549446106,3137.0,1.0,0.9999900000999989,0.0,0.0,6.0,0.0,11.0,0.0,0.0,999.0
oandcorganic.com,23.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.762267390651494,3.1556390622295662,0.0,0.0,0.3621063530445099,185071.0,57.0,0.7368419759926358,3.0,0.0,57.0,0.0,52.0,1.0,0.0,999.0
quranicland.com,22.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.004886164091843,3.506890595608519,0.0,0.0,0.3682343065738678,113358.0,22.0,0.9545450206613543,0.0,0.0,6.0,0.0,27.0,1.0,0.0,999.0
nicolafix.store,22.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.970573095811685,3.640223928941852,0.0,0.0,0.2905759811401367,605912.0,12.0,0.9999991666673611,1.0,0.0,1.0,0.0,0.0,0.0,0.0,999.0
nichesparks.xyz,22.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.004886164091843,3.773557262275186,0.0,0.0,0.18791988492012024,114.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,999.0
laclinicabh.com,22.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6978458230844122,3.1898980954642875,0.0,0.0,0.4132298529148102,84490.0,30.0,0.9666663444445519,1.0,0.0,22.0,1.0,11.0,1.0,1.0,32.0
bobuxrewards.com,23.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.088779347361361,3.625,0.0,0.0,0.3685077130794525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0
bionaturganic.com,24.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8868421881310113,3.4992275471326924,0.0,0.0,0.35010766983032227,7897.0,6.0,0.33333277777870374,0.0,0.0,0.0,0.0,51.0,0.0,0.0,999.0
ymz90pnbltfql.shop,25.0,1.0,0.0,0.0,2.0,2.0,0.0799999680000128,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.023465189601647,3.94770277922009,0.0,0.0,0.23403751850128174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0
dyrysbi.icu,18.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7254805569978675,3.095795255000934,0.0,0.0,0.33593350648880005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0
sbobk8.beer,18.0,1.0,0.0,0.0,2.0,1.0,0.055555524691375174,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5724312513221195,2.8453509366224368,0.0,0.0,0.45177584886550903,114.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,999.0
bobfreezingzone.work,27.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9582291686698783,3.4464393446710155,0.0,0.0,0.30714502930641174,24753.0,16.0,0.31249980468762206,2.0,0.0,6.0,1.0,29.0,0.0,0.0,999.0
merill-lynich.pro,24.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8868421881310113,3.572469458770135,0.0,0.0,0.26237937808036804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0
bnice2ice.com,20.0,1.0,0.0,0.0,2.0,1.0,0.0499999750000125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.684183719779189,3.0269868333592873,0.0,0.0,0.33641713857650757,114.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,999.0
divnica.com,18.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7254805569978675,3.095795255000934,0.0,0.0,0.32246634364128113,768285.0,15.0,0.9999993333337778,0.0,0.0,4.0,0.0,87.0,0.0,0.0,999.0
itsbillfrank.com,23.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0559581516151235,3.75,0.0,0.0,0.2865281105041504,988.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,999.0
kesbia.com,17.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.85216872360328,3.3219280948873626,0.0,0.0,0.4057883322238922,101310.0,13.0,0.9999992307698226,0.0,0.0,57.0,0.0,36.0,0.0,1.0,26.0
eboovibes.clinic,23.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.795088586397732,3.202819531114783,0.0,0.0,0.3285943865776062,114.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,999.0
seramonica.com,21.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8208888513501886,3.2359263506290326,0.0,0.0,0.2529614269733429,52470.0,14.0,0.42857112244919826,0.0,0.0,11.0,0.0,13.0,1.0,0.0,999.0
nicolandford.site,24.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.970175521464345,3.616874605956222,0.0,0.0,0.248459130525589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0
dealunicorn.com,22.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.004886164091843,3.506890595608519,0.0,0.0,0.3166687488555908,114.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,999.0
wobblersanicare.xyz,26.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.238901256602631,3.826874881864638,0.0,0.0,0.2815186679363251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0
manicverse.com,21.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.916126946588284,3.3787834934861753,0.0,0.0,0.24269364774227142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0
sensonica.art,20.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.684183719779189,3.238901256602631,0.0,0.0,0.17559832334518433,9819.0,9.0,0.9999988888901234,0.0,0.0,7.0,0.0,13.0,0.0,0.0,999.0
bobirazkazva.fun,23.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9690016298759927,3.452819531114783,0.0,0.0,0.21268509328365326,9408.0,18.0,0.7777773456792524,0.0,0.0,5.0,0.0,0.0,0.0,0.0,999.0
zmtclinics.cloud,23.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8492239123906247,3.452819531114783,0.0,0.0,0.28804734349250793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0
sohanic.com,18.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.614369445886757,3.095795255000934,0.0,0.0,0.29383862018585205,301441.0,241.0,0.8796680132917837,3.0,1.0,70.0,0.0,42.0,0.0,0.0,999.0
fdlnsbi.icu,18.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8365916681089787,3.2776134368191157,0.0,0.0,0.43565741181373596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0
niceimum.org,19.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.826874881864638,3.2516291673878226,0.0,0.0,0.2784236967563629,22669.0,30.0,0.9999996666667778,1.0,0.0,1.0,1.0,66.0,1.0,0.0,999.0
ttsbidaf.com,19.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7216117239699007,3.4182958340544896,0.0,0.0,0.4541684091091156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0
uniclb.com,17.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7345216647797512,3.1219280948873624,0.0,0.0,0.39729824662208557,3131.0,1.0,0.9999900000999989,0.0,0.0,6.0,0.0,11.0,0.0,0.0,999.0
bwdmorganics.com,23.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.088779347361361,3.625,0.0,0.0,0.3501245975494385,79355.0,4.0,0.24999937500156252,0.0,0.0,6.0,0.0,13.0,1.0,0.0,999.0
nicolaslevin.com,23.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9148663038831,3.375,0.0,0.0,0.2892470061779022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0
nicolafix.info,21.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6897037321995474,3.0391486719030705,0.0,0.0,0.25702354311943054,605912.0,12.0,0.9999991666673611,1.0,0.0,1.0,0.0,0.0,0.0,0.0,999.0
panicmode.cloud,22.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.913977073182752,3.506890595608519,0.0,0.0,0.21871745586395264,29410.0,6.0,0.8333319444467593,0.0,0.0,3.0,0.0,42.0,0.0,0.0,999.0
lipoketonic.bio,22.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.629219686524097,3.272905595320056,0.0,0.0,0.29271718859672546,13961.0,4.0,0.49999875000312505,1.0,0.0,4.0,0.0,47.0,0.0,0.0,999.0
infonicstory.com,23.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.762267390651494,3.327819531114783,0.0,0.0,0.3049091100692749,134816.0,34.0,0.9705879498270735,0.0,0.0,12.0,0.0,4.0,1.0,1.0,26.0
nicobottle.com,21.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.594465636961452,3.1820058147602133,0.0,0.0,0.2853376269340515,5362.0,2.0,0.9999950000249999,0.0,0.0,3.0,0.0,24.0,0.0,0.0,999.0
dcpnbhsr.bond,20.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6219280948873624,3.238901256602631,0.0,0.0,0.34359806776046753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0
clinicaturka.com,23.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8492239123906247,3.452819531114783,0.0,0.0,0.3264157474040985,93888.0,40.0,0.8249997937500515,2.0,0.0,25.0,0.0,57.0,1.0,1.0,32.0
harmonicmedia.org,24.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.918295834054489,3.4992275471326924,0.0,0.0,0.14248059689998627,3138.0,1.0,0.9999900000999989,0.0,0.0,6.0,0.0,11.0,0.0,0.0,999.0
niceschedule.com,23.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8492239123906247,3.4056390622295662,0.0,0.0,0.3468039035797119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0
cura-clinic.com,22.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.823067982273661,3.240223928941852,0.0,0.0,0.32157403230667114,605912.0,12.0,0.9999991666673611,1.0,0.0,1.0,0.0,0.0,0.0,0.0,999.0
nickolasayoub.org,24.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.136842188131012,3.6901165175936645,0.0,0.0,0.37326595187187195,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0
leoriclinica.com,23.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.762267390651494,3.1556390622295662,0.0,0.0,0.26168063282966614,3126.0,1.0,0.9999900000999989,0.0,0.0,6.0,0.0,8.0,0.0,0.0,999.0
copernicasa.com,22.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.788754913993503,3.323231428797621,0.0,0.0,0.34755411744117737,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0
dvhysbi.icu,18.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7254805569978675,3.2776134368191157,0.0,0.0,0.47993138432502747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0
dogiadungtienich.xyz,27.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.032303242743952,3.784183719779189,0.0,0.0,0.3650737404823303,25319.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,999.0
sonic-trading.com,24.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.970175521464345,3.616874605956222,0.0,0.0,0.20456533133983612,3134.0,1.0,0.9999900000999989,0.0,0.0,6.0,0.0,24.0,0.0,0.0,999.0
iconicwears.com,22.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8796640049025943,3.323231428797621,0.0,0.0,0.2030281126499176,215942.0,48.0,0.06249998697916938,3.0,0.0,46.0,0.0,65.0,1.0,0.0,999.0
radiounica.us.com,24.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,3.918295834054489,2.584962500721156,0.0,0.0,0.2821222245693207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0
nickjones.guru,21.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.011365041826379,3.521640636343318,0.0,0.0,0.3239242136478424,52068.0,30.0,0.933333022222326,0.0,0.0,11.0,0.0,54.0,1.0,1.0,26.0
ubbnico.sbs,18.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5724312513221195,2.8453509366224368,0.0,0.0,0.41169869899749756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0
nicavibe.com,19.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.826874881864638,3.2516291673878226,0.0,0.0,0.5077465176582336,4952.0,12.0,0.9999991666673611,0.0,0.0,3.0,0.0,19.0,0.0,0.0,999.0
appleclinicservice.xyz,29.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9952378913808864,3.629219686524097,0.0,0.0,0.24670416116714478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0
gleamniche.store,23.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.936180434129755,3.702819531114783,0.0,0.0,0.2695367634296417,6458.0,3.0,0.9999966666777778,0.0,0.0,4.0,0.0,52.0,0.0,0.0,999.0
veniceflavour.com,24.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.084962500721156,3.616874605956222,0.0,0.0,0.30334141850471497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0
botanicalease.com,24.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8553885422075336,3.4548223999466057,0.0,0.0,0.34248536825180054,54005.0,59.0,0.8983049324906893,1.0,0.0,8.0,0.0,373.0,0.0,0.0,999.0
nichepair.com,20.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7219280948873625,3.3927474104487847,0.0,0.0,0.3416662812232971,29410.0,6.0,0.8333319444467593,0.0,0.0,3.0,0.0,42.0,0.0,0.0,999.0
nichopick.com,20.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.484183719779189,3.0269868333592873,0.0,0.0,0.50185227394104,1727.0,0.0,0.0,0.0,0.0,2.0,0.0,54.0,1.0,1.0,26.0
bronosbins.com,21.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6897037321995474,3.0391486719030705,0.0,0.0,0.3389269709587097,55910.0,0.0,0.0,0.0,0.0,15.0,0.0,18.0,1.0,0.0,999.0
unicalcs.com,19.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.787143960698139,3.188721875540867,0.0,0.0,0.30681610107421875,113638.0,1.0,0.9999900000999989,0.0,0.0,0.0,0.0,12.0,0.0,0.0,999.0
clinicseg.com,20.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.784183719779189,3.180832987205441,0.0,0.0,0.38945406675338745,50438.0,14.0,0.42857112244919826,0.0,0.0,5.0,0.0,30.0,0.0,0.0,999.0
snickery.cymru,21.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.916126946588284,3.3787834934861753,0.0,0.0,0.2514367997646332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0
dentella.clinic,22.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.572623663895164,3.056564762130954,0.0,0.0,0.27563899755477905,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0
aireonic.com,19.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.721611723969901,3.084962500721156,0.0,0.0,0.46153026819229126,29410.0,6.0,0.8333319444467593,0.0,0.0,3.0,0.0,42.0,0.0,0.0,999.0
variotronic.com,22.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6635327548042547,3.1898980954642875,0.0,0.0,0.2657877504825592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0
sonic.wales,18.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8365916681089787,3.2776134368191157,0.0,0.0,0.2015504539012909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0
turanichad.com,21.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7849418274376427,3.521640636343318,0.0,0.0,0.2924436032772064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0
